PaymentDate,OrderNumber,CustomerName,BranchSubCounty,BranchCounty,ProductName,CategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
2025-04-10,5420,[Business] InterContinental Haven,Makadara,Nairobi,Supu ya Kuku na Wali,Soup/Stew Dishes,7,70.00,150.00,80.00,114.29
2025-04-10,5420,[Business] InterContinental Haven,Makadara,Nairobi,Atayef,Sweet Snacks/Desserts,6,10.00,30.00,20.00,200.00
2025-04-10,5420,[Business] InterContinental Haven,Makadara,Nairobi,Injera,African Cultural Specials,5,10.00,20.00,10.00,100.00
2025-04-11,597,[Business] Serena Resort,Westlands,Nairobi,Kachumbari,Vegetable-Based Dishes,6,10.00,30.00,20.00,200.00
2025-04-11,646,Claudine Nkurunziza,Nyali,Mombasa,Vetkoek,Sweet Snacks/Desserts,7,20.00,50.00,30.00,150.00
2025-04-11,723,Pauline Abdullahi,Makadara,Nairobi,Wali wa Pilau,Rice Dishes,5,30.00,70.00,40.00,133.33
2025-04-11,826,Alaine Ochieng,Starehe,Nairobi,Mukimo,Legume-Based Dishes,1,40.00,80.00,40.00,100.00
2025-04-11,1172,[Business] Ole Sereni Palace,Kangemi,Nairobi,Pap,Combination Plates,7,10.00,30.00,20.00,200.00
2025-04-11,1377,Joseph Lumumba,Githurai,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2025-04-11,2200,Achieng Abdi,Starehe,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2025-04-11,2200,Achieng Abdi,Starehe,Nairobi,Ugali,Staple Foods,5,10.00,20.00,10.00,100.00
2025-04-11,3345,Wambui Omondi,Kesses,Uasin Gishu,Samosa,Fried Dishes,3,20.00,50.00,30.00,150.00
2025-04-11,3345,Wambui Omondi,Kesses,Uasin Gishu,Banga Soup,Combination Plates,6,50.00,100.00,50.00,100.00
2025-04-11,3345,Wambui Omondi,Kesses,Uasin Gishu,Uji,Staple Foods,8,10.00,30.00,20.00,200.00
2025-04-11,3446,[Business] Neptune Hotel,Kisumu Central,Kisumu,Supu ya Kuku na Wali,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2025-04-11,3446,[Business] Neptune Hotel,Kisumu Central,Kisumu,Pap,Combination Plates,5,10.00,30.00,20.00,200.00
2025-04-11,3501,[Business] Sarova Retreat,Makadara,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2025-04-11,3537,Kiptoo Munyui,Langata,Nairobi,Pilau,Rice Dishes,2,100.00,200.00,100.00,100.00
2025-04-11,3537,Kiptoo Munyui,Langata,Nairobi,Matumbo,Meat-Based Dishes,5,70.00,150.00,80.00,114.29
2025-04-11,3725,[Business] Neptune Palace,Kasarani,Nairobi,Fufu,Combination Plates,8,20.00,50.00,30.00,150.00
2025-04-11,3725,[Business] Neptune Palace,Kasarani,Nairobi,Nyama na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2025-04-11,3725,[Business] Neptune Palace,Kasarani,Nairobi,Wali wa Nazi,Rice Dishes,6,30.00,70.00,40.00,133.33
2025-04-11,4767,[Business] Ole Sereni Manor,Ruaraka,Nairobi,Bhajia,Fried Dishes,6,20.00,50.00,30.00,150.00
2025-04-11,4767,[Business] Ole Sereni Manor,Ruaraka,Nairobi,Misir Wat,African Cultural Specials,3,30.00,60.00,30.00,100.00
2025-04-11,4837,[Business] Serena Residences,Makadara,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2025-04-11,4837,[Business] Serena Residences,Makadara,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2025-04-11,4837,[Business] Serena Residences,Makadara,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,2,20.00,50.00,30.00,150.00
2025-04-11,5444,Claudine Munyuli,Langata,Nairobi,Kuku na Chapati,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-11,5468,[Business] Fairmont Palace,Kamukunji,Nairobi,Vetkoek,Sweet Snacks/Desserts,5,20.00,50.00,30.00,150.00
2025-04-11,5468,[Business] Fairmont Palace,Kamukunji,Nairobi,Ugali na Sukuma,Staple Foods,8,20.00,50.00,30.00,150.00
2025-04-12,129,[Business] PrideInn Residences,Kibra,Nairobi,Mukimo,Legume-Based Dishes,6,40.00,80.00,40.00,100.00
2025-04-12,129,[Business] PrideInn Residences,Kibra,Nairobi,Mishkaki,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2025-04-12,471,[Business] Baobab Lodge,Roy Sambu,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2025-04-12,471,[Business] Baobab Lodge,Roy Sambu,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,8,30.00,70.00,40.00,133.33
2025-04-12,471,[Business] Baobab Lodge,Roy Sambu,Nairobi,Omena,Fish Dishes,8,30.00,70.00,40.00,133.33
2025-04-12,949,Claudine Nkurunziza,Starehe,Nairobi,Kelewele,Combination Plates,8,20.00,50.00,30.00,150.00
2025-04-12,949,Claudine Nkurunziza,Starehe,Nairobi,Mahamri,Sweet Snacks/Desserts,8,5.00,20.00,15.00,300.00
2025-04-12,1454,Felix Malema,Makadara,Nairobi,Nyama na Ugali,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2025-04-12,1472,[Business] Swahili Manor,Kibra,Nairobi,Kelewele,Combination Plates,7,20.00,50.00,30.00,150.00
2025-04-12,1561,[Business] Fairmont Haven,Roy Sambu,Nairobi,Kachumbari,Vegetable-Based Dishes,4,10.00,30.00,20.00,200.00
2025-04-12,1561,[Business] Fairmont Haven,Roy Sambu,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2025-04-12,1764,Felicite Kiplagat,Mathare,Nairobi,Maharagwe,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-12,1764,Felicite Kiplagat,Mathare,Nairobi,Injera,African Cultural Specials,5,10.00,20.00,10.00,100.00
2025-04-12,1783,[Business] Swahili Residences,Roy Sambu,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2025-04-12,1783,[Business] Swahili Residences,Roy Sambu,Nairobi,Waakye,Combination Plates,8,30.00,70.00,40.00,133.33
2025-04-12,1892,Paul Munee,Kilimani,Nairobi,Kuku na Ugali,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-12,1892,Paul Munee,Kilimani,Nairobi,Wali wa Nazi,Rice Dishes,7,30.00,70.00,40.00,133.33
2025-04-12,1892,Paul Munee,Kilimani,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2025-04-12,2531,[Business] Voyager Retreat,Kamukunji,Nairobi,Wali wa Kukaanga,Rice Dishes,2,30.00,70.00,40.00,133.33
2025-04-12,2531,[Business] Voyager Retreat,Kamukunji,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,3,30.00,70.00,40.00,133.33
2025-04-12,2836,Amina Kiplagat,Nyali,Mombasa,Banga Soup,Combination Plates,6,50.00,100.00,50.00,100.00
2025-04-12,2836,Amina Kiplagat,Nyali,Mombasa,Firfir,African Cultural Specials,5,30.00,70.00,40.00,133.33
2025-04-12,2836,Amina Kiplagat,Nyali,Mombasa,Banku,Combination Plates,5,30.00,70.00,40.00,133.33
2025-04-12,2851,Claude Njoroge,Kamukunji,Nairobi,Matoke,Soup/Stew Dishes,4,30.00,60.00,30.00,100.00
2025-04-12,2992,Pierrette Munyuli,Githurai,Nairobi,Viazi Karai,Fried Dishes,7,10.00,30.00,20.00,200.00
2025-04-12,3217,Felicite Wanyama,Dagoretti,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,6,30.00,70.00,40.00,133.33
2025-04-12,3217,Felicite Wanyama,Dagoretti,Nairobi,Misir Wat,African Cultural Specials,1,30.00,60.00,30.00,100.00
2025-04-12,3217,Felicite Wanyama,Dagoretti,Nairobi,Misir Wat,African Cultural Specials,1,30.00,60.00,30.00,100.00
2025-04-12,3507,Josephine Munyua,Nyeri Central,Nyeri,Supu ya Nyama,Soup/Stew Dishes,5,70.00,150.00,80.00,114.29
2025-04-12,3877,Mwangi Kabila,Githurai,Nairobi,Nyama Stew,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2025-04-12,3877,Mwangi Kabila,Githurai,Nairobi,Atayef,Sweet Snacks/Desserts,4,10.00,30.00,20.00,200.00
2025-04-12,3877,Mwangi Kabila,Githurai,Nairobi,Mandazi,Sweet Snacks/Desserts,6,5.00,20.00,15.00,300.00
2025-04-12,3900,Mwangi Nkurunziza,Dagoretti,Nairobi,Mukimo,Legume-Based Dishes,4,40.00,80.00,40.00,100.00
2025-04-12,3942,Paul Munyua,Embakasi,Nairobi,Nyama Choma,Meat-Based Dishes,1,150.00,300.00,150.00,100.00
2025-04-12,4256,[Business] Voyager Inn,Mathare,Nairobi,Bhajia,Fried Dishes,4,20.00,50.00,30.00,150.00
2025-04-12,4256,[Business] Voyager Inn,Mathare,Nairobi,Firfir,African Cultural Specials,7,30.00,70.00,40.00,133.33
2025-04-12,4720,Patrick Omondi,Kilimani,Nairobi,Matoke na Wali,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2025-04-12,4720,Patrick Omondi,Kilimani,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2025-04-12,4720,Patrick Omondi,Kilimani,Nairobi,Mbaazi,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2025-04-12,4774,Achieng Munyoki,Kesses,Uasin Gishu,Maharagwe na Chapati,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2025-04-12,5121,[Business] Sarova Inn,Ruaraka,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,3,30.00,70.00,40.00,133.33
2025-04-12,5324,[Business] PrideInn Residences,Nakuru Town East,Nakuru,Kuku Choma,Meat-Based Dishes,8,150.00,300.00,150.00,100.00
2025-04-13,91,Wanjiku Odhiambo,Roy Sambu,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,2,10.00,20.00,10.00,100.00
2025-04-13,703,Njeri Mwangi,Makadara,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-13,703,Njeri Mwangi,Makadara,Nairobi,Matoke na Wali,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2025-04-13,740,[Business] Nyali Manor,Kangemi,Nairobi,Githeri,Legume-Based Dishes,1,30.00,70.00,40.00,133.33
2025-04-13,1056,[Business] Hilton Palace,Makadara,Nairobi,Kuku na Matoke,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2025-04-13,1056,[Business] Hilton Palace,Makadara,Nairobi,Waakye,Combination Plates,1,30.00,70.00,40.00,133.33
2025-04-13,1056,[Business] Hilton Palace,Makadara,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,4,30.00,70.00,40.00,133.33
2025-04-13,1678,[Business] Baobab Retreat,Westlands,Nairobi,Matoke na Wali,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2025-04-13,1724,[Business] Diani Haven,Westlands,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-13,1724,[Business] Diani Haven,Westlands,Nairobi,Kelewele,Combination Plates,7,20.00,50.00,30.00,150.00
2025-04-13,1848,[Business] Voyager Inn,Makadara,Nairobi,Vetkoek,Sweet Snacks/Desserts,3,20.00,50.00,30.00,150.00
2025-04-13,2051,Paul Odhiambo,Embakasi,Nairobi,Doro Wat,African Cultural Specials,4,150.00,300.00,150.00,100.00
2025-04-13,2051,Paul Odhiambo,Embakasi,Nairobi,Matoke,Soup/Stew Dishes,4,30.00,60.00,30.00,100.00
2025-04-13,2196,[Business] Voyager Haven,Kamukunji,Nairobi,Nyama Stew,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-13,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Supu ya Kuku na Wali,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2025-04-13,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Tibs,African Cultural Specials,8,100.00,200.00,100.00,100.00
2025-04-13,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Maharagwe na Matoke,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-13,2587,Emmanuelle Mugisha,Roy Sambu,Nairobi,Mahamri,Sweet Snacks/Desserts,3,5.00,20.00,15.00,300.00
2025-04-13,2956,Jacqueline Mbeki,Ruaraka,Nairobi,Ugali na Sukuma,Staple Foods,2,20.00,50.00,30.00,150.00
2025-04-13,2956,Jacqueline Mbeki,Ruaraka,Nairobi,Ugali na Sukuma,Staple Foods,3,20.00,50.00,30.00,150.00
2025-04-13,2956,Jacqueline Mbeki,Ruaraka,Nairobi,Mbuzi Choma,Meat-Based Dishes,1,200.00,350.00,150.00,75.00
2025-04-13,3312,Alain Mandela,Kamukunji,Nairobi,Fufu,Combination Plates,1,20.00,50.00,30.00,150.00
2025-04-13,3312,Alain Mandela,Kamukunji,Nairobi,Akara,Combination Plates,8,20.00,50.00,30.00,150.00
2025-04-13,3505,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Mutura,Meat-Based Dishes,4,70.00,150.00,80.00,114.29
2025-04-13,3505,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Kuku na Wali,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-13,3505,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Malva Pudding,Sweet Snacks/Desserts,8,30.00,70.00,40.00,133.33
2025-04-13,3657,[Business] Hemingways Palace,Kamukunji,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2025-04-13,3657,[Business] Hemingways Palace,Kamukunji,Nairobi,Mutura,Meat-Based Dishes,4,70.00,150.00,80.00,114.29
2025-04-13,3657,[Business] Hemingways Palace,Kamukunji,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,2,20.00,50.00,30.00,150.00
2025-04-13,3704,Jeanne Nkurunziza,Starehe,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2025-04-13,3704,Jeanne Nkurunziza,Starehe,Nairobi,Fufu,Combination Plates,5,20.00,50.00,30.00,150.00
2025-04-13,3704,Jeanne Nkurunziza,Starehe,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2025-04-13,4247,Mwangi Mutua,Kibra,Nairobi,Nyama na Wali,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2025-04-13,4368,[Business] Hemingways Inn,Kilimani,Nairobi,Kuku Fry,Meat-Based Dishes,7,150.00,300.00,150.00,100.00
2025-04-13,4368,[Business] Hemingways Inn,Kilimani,Nairobi,Kuku na Matoke,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2025-04-13,4420,Pierrette Munyuli,Nakuru Town East,Nakuru,Supu ya Samaki,Fish Dishes,6,70.00,150.00,80.00,114.29
2025-04-13,5062,Pierrette Omondi,Kilimani,Nairobi,Moi Moi,Combination Plates,3,20.00,50.00,30.00,150.00
2025-04-13,5062,Pierrette Omondi,Kilimani,Nairobi,Bhajia,Fried Dishes,3,20.00,50.00,30.00,150.00
2025-04-13,5075,[Business] PrideInn Lodge,Kamukunji,Nairobi,Githeri,Legume-Based Dishes,4,30.00,70.00,40.00,133.33
2025-04-13,5075,[Business] PrideInn Lodge,Kamukunji,Nairobi,Ugali na Sukuma,Staple Foods,4,20.00,50.00,30.00,150.00
2025-04-13,5075,[Business] PrideInn Lodge,Kamukunji,Nairobi,Nyama na Matoke,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-13,5156,[Business] Hemingways Inn,Mathare,Nairobi,Mukimo,Legume-Based Dishes,8,40.00,80.00,40.00,100.00
2025-04-13,5294,[Business] Neptune Manor,Kibra,Nairobi,Mbaazi,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2025-04-14,305,Mutiso Zuma,Nyali,Mombasa,Githeri,Legume-Based Dishes,2,30.00,70.00,40.00,133.33
2025-04-14,587,Amina Omar,Makadara,Nairobi,Nyama na Ugali,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2025-04-14,587,Amina Omar,Makadara,Nairobi,Banku,Combination Plates,2,30.00,70.00,40.00,133.33
2025-04-14,1438,Emmanuelle Munyua,Mathare,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,2,30.00,70.00,40.00,133.33
2025-04-14,1438,Emmanuelle Munyua,Mathare,Nairobi,Samosa,Fried Dishes,4,20.00,50.00,30.00,150.00
2025-04-14,1438,Emmanuelle Munyua,Mathare,Nairobi,Bhajia,Fried Dishes,1,20.00,50.00,30.00,150.00
2025-04-14,2521,[Business] Neptune Inn,Nyali,Mombasa,Injera,African Cultural Specials,8,10.00,20.00,10.00,100.00
2025-04-14,2521,[Business] Neptune Inn,Nyali,Mombasa,Chapati,Staple Foods,1,5.00,20.00,15.00,300.00
2025-04-14,2521,[Business] Neptune Inn,Nyali,Mombasa,Doro Wat,African Cultural Specials,3,150.00,300.00,150.00,100.00
2025-04-14,2529,[Business] Sarova Lodge,Makadara,Nairobi,Moi Moi,Combination Plates,2,20.00,50.00,30.00,150.00
2025-04-14,2760,[Business] PrideInn Suites,Kangemi,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,3,30.00,70.00,40.00,133.33
2025-04-14,2760,[Business] PrideInn Suites,Kangemi,Nairobi,Firfir,African Cultural Specials,8,30.00,70.00,40.00,133.33
2025-04-14,3199,Kiptoo Munyui,Mathare,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2025-04-14,3519,[Business] Severin Resort,Kasarani,Nairobi,Githeri,Legume-Based Dishes,6,30.00,70.00,40.00,133.33
2025-04-14,3602,[Business] Hemingways Suites,Nakuru Town East,Nakuru,Matumbo,Meat-Based Dishes,4,70.00,150.00,80.00,114.29
2025-04-14,3602,[Business] Hemingways Suites,Nakuru Town East,Nakuru,Wali wa Nazi na Nyama,Rice Dishes,8,30.00,70.00,40.00,133.33
2025-04-14,3602,[Business] Hemingways Suites,Nakuru Town East,Nakuru,Banku,Combination Plates,2,30.00,70.00,40.00,133.33
2025-04-14,5269,[Business] Hilton Suites,Roy Sambu,Nairobi,Firfir,African Cultural Specials,8,30.00,70.00,40.00,133.33
2025-04-14,5269,[Business] Hilton Suites,Roy Sambu,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,2,70.00,150.00,80.00,114.29
2025-04-14,5269,[Business] Hilton Suites,Roy Sambu,Nairobi,Kelewele,Combination Plates,3,20.00,50.00,30.00,150.00
2025-04-14,5374,[Business] PrideInn Resort,Dagoretti,Nairobi,Maharagwe,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2025-04-14,5431,Emmanuelle Kariuki,Nyali,Mombasa,Ugali na Sukuma,Staple Foods,7,20.00,50.00,30.00,150.00
2025-04-14,5431,Emmanuelle Kariuki,Nyali,Mombasa,Nyama Stew,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2025-04-14,5431,Emmanuelle Kariuki,Nyali,Mombasa,Matoke na Wali,Soup/Stew Dishes,3,30.00,70.00,40.00,133.33
2025-04-15,963,[Business] Tamarind Palace,Starehe,Nairobi,Misir Wat,African Cultural Specials,6,30.00,60.00,30.00,100.00
2025-04-15,1396,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Akara,Combination Plates,6,20.00,50.00,30.00,150.00
2025-04-15,1396,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Supu ya Kuku,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2025-04-15,1396,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Bobotie,Combination Plates,4,50.00,100.00,50.00,100.00
2025-04-15,1543,Felix Abdi,Githurai,Nairobi,Maharagwe,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-15,1856,[Business] Voyager Manor,Embakasi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2025-04-15,1911,Patrick Munyui,Westlands,Nairobi,Ugali,Staple Foods,6,10.00,20.00,10.00,100.00
2025-04-15,2315,[Business] Sarova Haven,Ruaraka,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2025-04-15,2818,[Business] Hilton Palace,Kesses,Uasin Gishu,Pilau,Rice Dishes,5,100.00,200.00,100.00,100.00
2025-04-15,3080,Felicite Ali,Roy Sambu,Nairobi,Chapati,Staple Foods,8,5.00,20.00,15.00,300.00
2025-04-15,3091,[Business] Sarova Lodge,Langata,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2025-04-15,3091,[Business] Sarova Lodge,Langata,Nairobi,Mbuzi Choma,Meat-Based Dishes,8,200.00,350.00,150.00,75.00
2025-04-15,3256,Njeri Mbeki,Westlands,Nairobi,Githeri,Legume-Based Dishes,4,30.00,70.00,40.00,133.33
2025-04-15,3590,[Business] Safari Hotel,Embakasi,Nairobi,Nyama na Chapati,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2025-04-15,3590,[Business] Safari Hotel,Embakasi,Nairobi,Kuku na Chapati,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2025-04-15,3590,[Business] Safari Hotel,Embakasi,Nairobi,Kelewele,Combination Plates,5,20.00,50.00,30.00,150.00
2025-04-15,3709,[Business] Villa Rosa Lodge,Dagoretti,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,3,30.00,70.00,40.00,133.33
2025-04-15,3709,[Business] Villa Rosa Lodge,Dagoretti,Nairobi,Ugali,Staple Foods,3,10.00,20.00,10.00,100.00
2025-04-15,3709,[Business] Villa Rosa Lodge,Dagoretti,Nairobi,Matoke na Nyama,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2025-04-15,3767,[Business] Nyali Lodge,Githurai,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2025-04-15,4133,Michel Mandela,Kesses,Uasin Gishu,Kuku na Maharagwe,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2025-04-15,4133,Michel Mandela,Kesses,Uasin Gishu,Matoke na Maharagwe,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2025-04-15,4436,Pierre Abdullahi,Ruaraka,Nairobi,Gomen,African Cultural Specials,3,20.00,50.00,30.00,150.00
2025-04-15,4436,Pierre Abdullahi,Ruaraka,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,7,10.00,20.00,10.00,100.00
2025-04-15,4436,Pierre Abdullahi,Ruaraka,Nairobi,Banku,Combination Plates,3,30.00,70.00,40.00,133.33
2025-04-15,4563,Wanjiku Mohammed,Langata,Nairobi,Chechebsa,African Cultural Specials,5,20.00,50.00,30.00,150.00
2025-04-15,4563,Wanjiku Mohammed,Langata,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,4,20.00,50.00,30.00,150.00
2025-04-15,5352,[Business] Safari Retreat,Makadara,Nairobi,Pilau,Rice Dishes,1,100.00,200.00,100.00,100.00
2025-04-16,169,[Business] Severin Resort,Nyali,Mombasa,Maharagwe ya Nazi,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2025-04-16,169,[Business] Severin Resort,Nyali,Mombasa,Wali wa Nazi na Kuku,Rice Dishes,8,30.00,70.00,40.00,133.33
2025-04-16,169,[Business] Severin Resort,Nyali,Mombasa,Banga Soup,Combination Plates,2,50.00,100.00,50.00,100.00
2025-04-16,535,Marie Mbeki,Kibra,Nairobi,Kachumbari,Vegetable-Based Dishes,6,10.00,30.00,20.00,200.00
2025-04-16,535,Marie Mbeki,Kibra,Nairobi,Vetkoek,Sweet Snacks/Desserts,2,20.00,50.00,30.00,150.00
2025-04-16,535,Marie Mbeki,Kibra,Nairobi,Matoke na Wali,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2025-04-16,609,Alaine Lumumba,Makadara,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30.00,70.00,40.00,133.33
2025-04-16,609,Alaine Lumumba,Makadara,Nairobi,Pap,Combination Plates,1,10.00,30.00,20.00,200.00
2025-04-16,609,Alaine Lumumba,Makadara,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30.00,70.00,40.00,133.33
2025-04-16,668,[Business] Hilton Residences,Starehe,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2025-04-16,668,[Business] Hilton Residences,Starehe,Nairobi,Wali wa Nazi,Rice Dishes,6,30.00,70.00,40.00,133.33
2025-04-16,766,[Business] Boma Residences,Githurai,Nairobi,Kelewele,Combination Plates,4,20.00,50.00,30.00,150.00
2025-04-16,766,[Business] Boma Residences,Githurai,Nairobi,Injera,African Cultural Specials,8,10.00,20.00,10.00,100.00
2025-04-16,1778,Pierrette Adan,Kesses,Uasin Gishu,Fufu,Combination Plates,3,20.00,50.00,30.00,150.00
2025-04-16,1778,Pierrette Adan,Kesses,Uasin Gishu,Doro Wat,African Cultural Specials,4,150.00,300.00,150.00,100.00
2025-04-16,1778,Pierrette Adan,Kesses,Uasin Gishu,Kitfo,African Cultural Specials,2,200.00,400.00,200.00,100.00
2025-04-16,1850,Mwangi Mutua,Roy Sambu,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,8,30.00,70.00,40.00,133.33
2025-04-16,1850,Mwangi Mutua,Roy Sambu,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2025-04-16,1850,Mwangi Mutua,Roy Sambu,Nairobi,Suya,Combination Plates,5,50.00,100.00,50.00,100.00
2025-04-16,2134,Jacques Kabila,Kamukunji,Nairobi,Pilau,Rice Dishes,2,100.00,200.00,100.00,100.00
2025-04-16,2318,[Business] Voyager Manor,Kilimani,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2025-04-16,2318,[Business] Voyager Manor,Kilimani,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,1,30.00,70.00,40.00,133.33
2025-04-16,2318,[Business] Voyager Manor,Kilimani,Nairobi,Kuku Stew,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2025-04-16,2325,Jacqueline Wanyama,Langata,Nairobi,Wali wa Nazi,Rice Dishes,1,30.00,70.00,40.00,133.33
2025-04-16,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Supu ya Kuku na Wali,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2025-04-16,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Maharagwe na Matoke,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2025-04-16,2493,[Business] Hilton Suites,Kisumu Central,Kisumu,Tibs,African Cultural Specials,8,100.00,200.00,100.00,100.00
2025-04-16,2531,[Business] Voyager Retreat,Kamukunji,Nairobi,Wali wa Kukaanga,Rice Dishes,2,30.00,70.00,40.00,133.33
2025-04-16,2531,[Business] Voyager Retreat,Kamukunji,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,3,30.00,70.00,40.00,133.33
2025-04-16,2635,[Business] Sarova Retreat,Ruaraka,Nairobi,Nyama Stew,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2025-04-16,2635,[Business] Sarova Retreat,Ruaraka,Nairobi,Omena,Fish Dishes,6,30.00,70.00,40.00,133.33
2025-04-16,2676,[Business] Villa Rosa Haven,Ruaraka,Nairobi,Doro Wat,African Cultural Specials,7,150.00,300.00,150.00,100.00
