PaymentDate,OrderNumber,CustomerType,CustomerName,BranchSubCounty,BranchCounty,ProductName,ProductCategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
15-07-25,560,Individual,Kamau Osman,Kasarani,Nairobi,Malva Pudding,Sweet Snacks/Desserts,7,30,70,40,133.33
15-07-25,560,Individual,Kamau Osman,Kasarani,Nairobi,Githeri,Legume-Based Dishes,5,30,70,40,133.33
15-07-25,615,Individual,Patrick Kabongo,Nakuru Town East,Nakuru,Wali wa Kukaanga,Rice Dishes,3,30,70,40,133.33
15-07-25,768,Business,[Business] InterContinental Lodge,Kisumu Central,Kisumu,Waakye,Combination Plates,8,30,70,40,133.33
15-07-25,768,Business,[Business] InterContinental Lodge,Kisumu Central,Kisumu,Kelewele,Combination Plates,2,20,50,30,150
15-07-25,878,Individual,Michelle Mohammed,Kisumu Central,Kisumu,Wali wa Nazi na Nyama,Rice Dishes,3,30,70,40,133.33
15-07-25,878,Individual,Michelle Mohammed,Kisumu Central,Kisumu,Supu ya Nyama,Soup/Stew Dishes,3,70,150,80,114.29
15-07-25,878,Individual,Michelle Mohammed,Kisumu Central,Kisumu,Pap,Combination Plates,5,10,30,20,200
15-07-25,1051,Business,[Business] Tamarind Residences,Makadara,Nairobi,Kuku Choma,Meat-Based Dishes,8,150,300,150,100
15-07-25,1051,Business,[Business] Tamarind Residences,Makadara,Nairobi,Nyama Choma,Meat-Based Dishes,2,150,300,150,100
15-07-25,1051,Business,[Business] Tamarind Residences,Makadara,Nairobi,Mishkaki,Meat-Based Dishes,7,100,200,100,100
15-07-25,1186,Individual,Pierrette Omondi,Embakasi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,4,30,60,30,100
15-07-25,1626,Individual,Claudine Malema,Westlands,Nairobi,Uji,Staple Foods,2,10,30,20,200
15-07-25,1626,Individual,Claudine Malema,Westlands,Nairobi,Samosa,Fried Dishes,3,20,50,30,150
15-07-25,1799,Individual,Patricia Muthoni,Kilimani,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
15-07-25,1799,Individual,Patricia Muthoni,Kilimani,Nairobi,Shiro,African Cultural Specials,2,30,70,40,133.33
15-07-25,1799,Individual,Patricia Muthoni,Kilimani,Nairobi,Wali wa Pilau,Rice Dishes,8,30,70,40,133.33
15-07-25,2106,Business,[Business] Hilton Lodge,Westlands,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,1,100,200,100,100
15-07-25,2106,Business,[Business] Hilton Lodge,Westlands,Nairobi,Mutura,Meat-Based Dishes,1,70,150,80,114.29
15-07-25,2167,Business,[Business] InterContinental Hotel,Roy Sambu,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,5,70,150,80,114.29
15-07-25,2772,Individual,Achieng Mohammed,Kisumu Central,Kisumu,Maharagwe na Chapati,Legume-Based Dishes,4,30,60,30,100
15-07-25,2988,Individual,Pierre Muthoni,Kibra,Nairobi,Matoke na Wali,Soup/Stew Dishes,1,30,70,40,133.33
15-07-25,3270,Business,[Business] Diani Palace,Nyali,Mombasa,Samosa,Fried Dishes,4,20,50,30,150
15-07-25,3270,Business,[Business] Diani Palace,Nyali,Mombasa,Wali wa Pilau,Rice Dishes,2,30,70,40,133.33
15-07-25,3270,Business,[Business] Diani Palace,Nyali,Mombasa,Samosa,Fried Dishes,2,20,50,30,150
15-07-25,3795,Individual,Otieno Mugisha,Kilimani,Nairobi,Tilapia Fry,Fish Dishes,8,200,350,150,75
15-07-25,3939,Business,[Business] PrideInn Lodge,Mathare,Nairobi,Mutura,Meat-Based Dishes,4,70,150,80,114.29
15-07-25,3939,Business,[Business] PrideInn Lodge,Mathare,Nairobi,Nyama na Ugali,Meat-Based Dishes,8,100,200,100,100
15-07-25,3939,Business,[Business] PrideInn Lodge,Mathare,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,5,30,60,30,100
15-07-25,3972,Individual,Jean Mwangi,Kasarani,Nairobi,Injera,African Cultural Specials,1,10,20,10,100
15-07-25,3972,Individual,Jean Mwangi,Kasarani,Nairobi,Bobotie,Combination Plates,1,50,100,50,100
15-07-25,4723,Business,[Business] Diani Suites,Starehe,Nairobi,Chapati,Staple Foods,5,5,20,15,300
15-07-25,4723,Business,[Business] Diani Suites,Starehe,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,6,30,60,30,100
15-07-25,4723,Business,[Business] Diani Suites,Starehe,Nairobi,Doro Wat,African Cultural Specials,3,150,300,150,100
15-07-25,4858,Individual,Wambui Omondi,Dagoretti,Nairobi,Firfir,African Cultural Specials,4,30,70,40,133.33
15-07-25,4889,Business,[Business] Baobab Retreat,Kasarani,Nairobi,Nyama na Matoke,Meat-Based Dishes,6,100,200,100,100
15-07-25,4889,Business,[Business] Baobab Retreat,Kasarani,Nairobi,Misir Wat,African Cultural Specials,6,30,60,30,100
15-07-25,4889,Business,[Business] Baobab Retreat,Kasarani,Nairobi,Potjiekos,Combination Plates,4,50,100,50,100
15-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Omena,Fish Dishes,4,30,70,40,133.33
15-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Kaimati,Sweet Snacks/Desserts,4,5,20,15,300
15-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,6,10,20,10,100
15-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
15-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,4,30,70,40,133.33
15-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
16-07-25,158,Business,[Business] Baobab Haven,Kilimani,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,3,20,50,30,150
16-07-25,158,Business,[Business] Baobab Haven,Kilimani,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,8,30,70,40,133.33
16-07-25,158,Business,[Business] Baobab Haven,Kilimani,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,3,30,60,30,100
16-07-25,833,Business,[Business] Fairmont Manor,Makadara,Nairobi,Kuku Stew,Meat-Based Dishes,5,100,200,100,100
16-07-25,833,Business,[Business] Fairmont Manor,Makadara,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,7,30,60,30,100
16-07-25,1396,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Bobotie,Combination Plates,4,50,100,50,100
16-07-25,1396,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Supu ya Kuku,Soup/Stew Dishes,4,70,150,80,114.29
16-07-25,1396,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Akara,Combination Plates,6,20,50,30,150
16-07-25,1552,Business,[Business] Ole Sereni Palace,Makadara,Nairobi,Firfir,African Cultural Specials,1,30,70,40,133.33
16-07-25,1552,Business,[Business] Ole Sereni Palace,Makadara,Nairobi,Mbaazi,Legume-Based Dishes,5,30,60,30,100
16-07-25,1552,Business,[Business] Ole Sereni Palace,Makadara,Nairobi,Pap,Combination Plates,7,10,30,20,200
16-07-25,1706,Individual,Claudine Nkurunziza,Kibra,Nairobi,Banku,Combination Plates,2,30,70,40,133.33
16-07-25,2000,Individual,Jacques Kabila,Mathare,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
16-07-25,2000,Individual,Jacques Kabila,Mathare,Nairobi,Uji,Staple Foods,7,10,30,20,200
16-07-25,2000,Individual,Jacques Kabila,Mathare,Nairobi,Kitfo,African Cultural Specials,8,200,400,200,100
16-07-25,2047,Individual,Pierre Muthoni,Ruaraka,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,5,100,200,100,100
16-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Vetkoek,Sweet Snacks/Desserts,8,20,50,30,150
16-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Moi Moi,Combination Plates,1,20,50,30,150
16-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Ugali na Sukuma,Staple Foods,8,20,50,30,150
16-07-25,2418,Individual,Michelle Munywe,Makadara,Nairobi,Kuku na Sukuma,Meat-Based Dishes,6,100,200,100,100
16-07-25,2541,Individual,Jacqueline Mandela,Westlands,Nairobi,Boerewors,Combination Plates,2,50,100,50,100
16-07-25,2694,Business,[Business] Sarova Haven,Nyeri Central,Nyeri,Potjiekos,Combination Plates,1,50,100,50,100
16-07-25,2694,Business,[Business] Sarova Haven,Nyeri Central,Nyeri,Chapati,Staple Foods,5,5,20,15,300
16-07-25,2694,Business,[Business] Sarova Haven,Nyeri Central,Nyeri,Uji,Staple Foods,3,10,30,20,200
16-07-25,2829,Individual,Mwangi Kabila,Kangemi,Nairobi,Nyama na Sukuma,Meat-Based Dishes,8,100,200,100,100
16-07-25,3125,Business,[Business] Voyager Lodge,Nyali,Mombasa,Pap,Combination Plates,4,10,30,20,200
16-07-25,3396,Business,[Business] Nyali Lodge,Langata,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,8,70,150,80,114.29
16-07-25,3455,Individual,Jean Mbeki,Kamukunji,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,6,100,200,100,100
16-07-25,3876,Business,[Business] Swahili Manor,Makadara,Nairobi,Kaimati,Sweet Snacks/Desserts,3,5,20,15,300
16-07-25,3883,Business,[Business] Tamarind Inn,Kesses,Uasin Gishu,Matoke na Sukuma,Soup/Stew Dishes,5,30,70,40,133.33
16-07-25,3883,Business,[Business] Tamarind Inn,Kesses,Uasin Gishu,Mbuzi Choma,Meat-Based Dishes,2,200,350,150,75
16-07-25,3883,Business,[Business] Tamarind Inn,Kesses,Uasin Gishu,Wali wa Pilau,Rice Dishes,4,30,70,40,133.33
16-07-25,3916,Business,[Business] Voyager Haven,Starehe,Nairobi,Nyama na Wali,Meat-Based Dishes,7,100,200,100,100
16-07-25,3916,Business,[Business] Voyager Haven,Starehe,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30,70,40,133.33
16-07-25,4073,Individual,Amina Ndayishimiye,Nyeri Central,Nyeri,Maharagwe na Wali,Legume-Based Dishes,7,30,60,30,100
16-07-25,4339,Business,[Business] Boma Resort,Githurai,Nairobi,Kaimati,Sweet Snacks/Desserts,8,5,20,15,300
16-07-25,5079,Individual,Felicite Wanyama,Westlands,Nairobi,Kelewele,Combination Plates,4,20,50,30,150
16-07-25,5079,Individual,Felicite Wanyama,Westlands,Nairobi,Viazi Karai,Fried Dishes,5,10,30,20,200
16-07-25,5227,Business,[Business] Hilton Lodge,Kisumu Central,Kisumu,Omena,Fish Dishes,8,30,70,40,133.33
16-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
16-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,4,30,70,40,133.33
16-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
17-07-25,1410,Business,[Business] Severin Resort,Nyeri Central,Nyeri,Mishkaki,Meat-Based Dishes,4,100,200,100,100
17-07-25,1410,Business,[Business] Severin Resort,Nyeri Central,Nyeri,Pap,Combination Plates,1,10,30,20,200
17-07-25,1410,Business,[Business] Severin Resort,Nyeri Central,Nyeri,Kitfo,African Cultural Specials,7,200,400,200,100
17-07-25,1546,Individual,Patricia Nkurunziza,Nyeri Central,Nyeri,Kelewele,Combination Plates,3,20,50,30,150
17-07-25,1546,Individual,Patricia Nkurunziza,Nyeri Central,Nyeri,Matumbo,Meat-Based Dishes,8,70,150,80,114.29
17-07-25,1546,Individual,Patricia Nkurunziza,Nyeri Central,Nyeri,Kachumbari,Vegetable-Based Dishes,3,10,30,20,200
17-07-25,1675,Individual,Marie Omar,Langata,Nairobi,Kuku Stew,Meat-Based Dishes,6,100,200,100,100
17-07-25,1762,Business,[Business] Hilton Residences,Nyali,Mombasa,Maharagwe na Matoke,Legume-Based Dishes,4,30,60,30,100
17-07-25,1862,Business,[Business] InterContinental Residences,Nyeri Central,Nyeri,Ndengu,Legume-Based Dishes,8,30,60,30,100
17-07-25,2264,Business,[Business] Ole Sereni Palace,Kasarani,Nairobi,Mutura,Meat-Based Dishes,7,70,150,80,114.29
17-07-25,2274,Business,[Business] Sarova Residences,Embakasi,Nairobi,Suya,Combination Plates,6,50,100,50,100
17-07-25,2274,Business,[Business] Sarova Residences,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,7,30,70,40,133.33
17-07-25,2545,Individual,Wanjiku Omondi,Kisumu Central,Kisumu,Matumbo,Meat-Based Dishes,6,70,150,80,114.29
17-07-25,2545,Individual,Wanjiku Omondi,Kisumu Central,Kisumu,Gomen,African Cultural Specials,2,20,50,30,150
17-07-25,2825,Individual,Marie Mandela,Westlands,Nairobi,Wali wa Kukaanga,Rice Dishes,1,30,70,40,133.33
17-07-25,2825,Individual,Marie Mandela,Westlands,Nairobi,Mukimo,Legume-Based Dishes,3,40,80,40,100
17-07-25,3098,Business,[Business] Hilton Palace,Kibra,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,7,30,70,40,133.33
17-07-25,3098,Business,[Business] Hilton Palace,Kibra,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,3,30,60,30,100
17-07-25,3196,Business,[Business] InterContinental Haven,Langata,Nairobi,Matoke na Nyama,Soup/Stew Dishes,3,30,70,40,133.33
17-07-25,3201,Business,[Business] PrideInn Residences,Westlands,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,8,30,60,30,100
17-07-25,3201,Business,[Business] PrideInn Residences,Westlands,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,2,30,60,30,100
17-07-25,3266,Business,[Business] PrideInn Lodge,Kamukunji,Nairobi,Kaimati,Sweet Snacks/Desserts,2,5,20,15,300
17-07-25,3266,Business,[Business] PrideInn Lodge,Kamukunji,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,4,20,50,30,150
17-07-25,3598,Business,[Business] Voyager Haven,Nakuru Town East,Nakuru,Suya,Combination Plates,2,50,100,50,100
17-07-25,3598,Business,[Business] Voyager Haven,Nakuru Town East,Nakuru,Matoke na Sukuma,Soup/Stew Dishes,2,30,70,40,133.33
17-07-25,4308,Individual,Kiptoo Munyoki,Mathare,Nairobi,Kuku Fry,Meat-Based Dishes,2,150,300,150,100
17-07-25,4308,Individual,Kiptoo Munyoki,Mathare,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,3,30,70,40,133.33
17-07-25,4490,Individual,Marie Mohammed,Kangemi,Nairobi,Supu ya Nyama,Soup/Stew Dishes,2,70,150,80,114.29
17-07-25,4514,Individual,Alain Odhiambo,Makadara,Nairobi,Atayef,Sweet Snacks/Desserts,3,10,30,20,200
17-07-25,4606,Business,[Business] Hilton Palace,Dagoretti,Nairobi,Ndengu,Legume-Based Dishes,2,30,60,30,100
17-07-25,4735,Individual,Michel Mbeki,Nyali,Mombasa,Supu ya Nyama na Wali,Soup/Stew Dishes,7,70,150,80,114.29
17-07-25,4973,Business,[Business] Severin Hotel,Githurai,Nairobi,Mbuzi Choma,Meat-Based Dishes,2,200,350,150,75
17-07-25,4973,Business,[Business] Severin Hotel,Githurai,Nairobi,Wali wa Kukaanga,Rice Dishes,8,30,70,40,133.33
17-07-25,5067,Business,[Business] Voyager Retreat,Kilimani,Nairobi,Kachumbari,Vegetable-Based Dishes,5,10,30,20,200
17-07-25,5067,Business,[Business] Voyager Retreat,Kilimani,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,7,10,20,10,100
17-07-25,5244,Business,[Business] Leopard Beach Retreat,Westlands,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,7,10,20,10,100
17-07-25,5244,Business,[Business] Leopard Beach Retreat,Westlands,Nairobi,Fish Curry,Fish Dishes,3,150,300,150,100
17-07-25,5401,Business,[Business] Severin Manor,Nakuru Town East,Nakuru,Kuku Fry,Meat-Based Dishes,2,150,300,150,100
17-07-25,5401,Business,[Business] Severin Manor,Nakuru Town East,Nakuru,Bunny Chow,Combination Plates,4,40,80,40,100
18-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Mutura,Meat-Based Dishes,1,70,150,80,114.29
18-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Nyama na Chapati,Meat-Based Dishes,7,100,200,100,100
18-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,7,30,70,40,133.33
18-07-25,247,Business,[Business] Voyager Palace,Kesses,Uasin Gishu,Mishkaki,Meat-Based Dishes,8,100,200,100,100
18-07-25,336,Individual,Jacqueline Mutombo,Roy Sambu,Nairobi,Kuku na Chapati,Meat-Based Dishes,4,100,200,100,100
18-07-25,336,Individual,Jacqueline Mutombo,Roy Sambu,Nairobi,Mahamri,Sweet Snacks/Desserts,1,5,20,15,300
18-07-25,336,Individual,Jacqueline Mutombo,Roy Sambu,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,7,70,150,80,114.29
18-07-25,375,Individual,Pierrette Omondi,Makadara,Nairobi,Waakye,Combination Plates,3,30,70,40,133.33
18-07-25,375,Individual,Pierrette Omondi,Makadara,Nairobi,Mbuzi Choma,Meat-Based Dishes,4,200,350,150,75
18-07-25,446,Individual,Claude Ochieng,Langata,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,5,30,60,30,100
18-07-25,446,Individual,Claude Ochieng,Langata,Nairobi,Mutura,Meat-Based Dishes,5,70,150,80,114.29
18-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,2,30,60,30,100
18-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
18-07-25,752,Business,[Business] Ole Sereni Haven,Roy Sambu,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,8,30,70,40,133.33
18-07-25,768,Business,[Business] InterContinental Lodge,Kisumu Central,Kisumu,Waakye,Combination Plates,8,30,70,40,133.33
18-07-25,768,Business,[Business] InterContinental Lodge,Kisumu Central,Kisumu,Kelewele,Combination Plates,2,20,50,30,150
18-07-25,1723,Individual,Felix Abdi,Embakasi,Nairobi,Wali wa Nazi,Rice Dishes,1,30,70,40,133.33
18-07-25,1723,Individual,Felix Abdi,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,1,30,70,40,133.33
18-07-25,1723,Individual,Felix Abdi,Embakasi,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,6,20,50,30,150
18-07-25,1777,Business,[Business] Ole Sereni Haven,Nakuru Town East,Nakuru,Egusi Soup,Combination Plates,1,40,80,40,100
18-07-25,2018,Business,[Business] Serena Palace,Roy Sambu,Nairobi,Firfir,African Cultural Specials,3,30,70,40,133.33
18-07-25,2018,Business,[Business] Serena Palace,Roy Sambu,Nairobi,Bobotie,Combination Plates,1,50,100,50,100
18-07-25,2018,Business,[Business] Serena Palace,Roy Sambu,Nairobi,Moi Moi,Combination Plates,5,20,50,30,150
18-07-25,2224,Business,[Business] InterContinental Lodge,Kamukunji,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,3,30,70,40,133.33
18-07-25,2224,Business,[Business] InterContinental Lodge,Kamukunji,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
18-07-25,2300,Business,[Business] Villa Rosa Resort,Mathare,Nairobi,Mutura,Meat-Based Dishes,5,70,150,80,114.29
18-07-25,2300,Business,[Business] Villa Rosa Resort,Mathare,Nairobi,Kuku na Matoke,Meat-Based Dishes,4,100,200,100,100
18-07-25,2300,Business,[Business] Villa Rosa Resort,Mathare,Nairobi,Kelewele,Combination Plates,7,20,50,30,150
18-07-25,3247,Business,[Business] Baobab Retreat,Mathare,Nairobi,Mukimo,Legume-Based Dishes,8,40,80,40,100
18-07-25,3247,Business,[Business] Baobab Retreat,Mathare,Nairobi,Mahamri,Sweet Snacks/Desserts,8,5,20,15,300
18-07-25,3247,Business,[Business] Baobab Retreat,Mathare,Nairobi,Banku,Combination Plates,1,30,70,40,133.33
18-07-25,3702,Individual,Felix Mbeki,Nyali,Mombasa,Nyama na Ugali,Meat-Based Dishes,1,100,200,100,100
18-07-25,4221,Business,[Business] Ole Sereni Hotel,Westlands,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100,200,100,100
18-07-25,4221,Business,[Business] Ole Sereni Hotel,Westlands,Nairobi,Mbaazi,Legume-Based Dishes,1,30,60,30,100
18-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Mutura,Meat-Based Dishes,4,70,150,80,114.29
18-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Wali wa Nazi,Rice Dishes,6,30,70,40,133.33
18-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Malva Pudding,Sweet Snacks/Desserts,2,30,70,40,133.33
18-07-25,4556,Business,[Business] Ole Sereni Palace,Dagoretti,Nairobi,Suya,Combination Plates,1,50,100,50,100
18-07-25,4558,Individual,Amina Mwangi,Kisumu Central,Kisumu,Mutura,Meat-Based Dishes,6,70,150,80,114.29
18-07-25,5231,Individual,Paul Kabila,Kamukunji,Nairobi,Kuku na Ugali,Meat-Based Dishes,7,100,200,100,100
18-07-25,5281,Business,[Business] Tamarind Inn,Nyali,Mombasa,Kuku na Sukuma,Meat-Based Dishes,8,100,200,100,100
18-07-25,5281,Business,[Business] Tamarind Inn,Nyali,Mombasa,Sukuma na Ugali,Vegetable-Based Dishes,8,20,50,30,150
18-07-25,5481,Business,[Business] Swahili Resort,Ruaraka,Nairobi,Supu ya Nyama,Soup/Stew Dishes,4,70,150,80,114.29
18-07-25,5481,Business,[Business] Swahili Resort,Ruaraka,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,3,30,60,30,100
18-07-25,5481,Business,[Business] Swahili Resort,Ruaraka,Nairobi,Tibs,African Cultural Specials,4,100,200,100,100
19-07-25,29,Individual,Michel Bizimana,Westlands,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,1,30,70,40,133.33
19-07-25,29,Individual,Michel Bizimana,Westlands,Nairobi,Akara,Combination Plates,4,20,50,30,150
19-07-25,29,Individual,Michel Bizimana,Westlands,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,6,30,70,40,133.33
19-07-25,196,Business,[Business] Serena Inn,Mathare,Nairobi,Akara,Combination Plates,7,20,50,30,150
19-07-25,436,Individual,Paul Munee,Kibra,Nairobi,Kuku Fry,Meat-Based Dishes,1,150,300,150,100
19-07-25,436,Individual,Paul Munee,Kibra,Nairobi,Pilau,Rice Dishes,8,100,200,100,100
19-07-25,464,Individual,Pauline Munyao,Nyali,Mombasa,Bunny Chow,Combination Plates,4,40,80,40,100
19-07-25,464,Individual,Pauline Munyao,Nyali,Mombasa,Wali wa Pilau,Rice Dishes,4,30,70,40,133.33
19-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
19-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,2,30,60,30,100
19-07-25,1105,Individual,Michelle Ochieng,Dagoretti,Nairobi,Mutura,Meat-Based Dishes,8,70,150,80,114.29
19-07-25,1105,Individual,Michelle Ochieng,Dagoretti,Nairobi,Mukimo,Legume-Based Dishes,3,40,80,40,100
19-07-25,1105,Individual,Michelle Ochieng,Dagoretti,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30,60,30,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Injera,African Cultural Specials,3,10,20,10,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Injera,African Cultural Specials,3,10,20,10,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Tibs,African Cultural Specials,1,100,200,100,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Tibs,African Cultural Specials,1,100,200,100,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Kuku na Matoke,Meat-Based Dishes,1,100,200,100,100
19-07-25,1194,Business,[Business] Ole Sereni Residences,Nyeri Central,Nyeri,Kuku na Matoke,Meat-Based Dishes,1,100,200,100,100
19-07-25,1285,Individual,Patricia Mbeki,Ruaraka,Nairobi,Mutura,Meat-Based Dishes,3,70,150,80,114.29
19-07-25,1285,Individual,Patricia Mbeki,Ruaraka,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,8,100,200,100,100
19-07-25,1285,Individual,Patricia Mbeki,Ruaraka,Nairobi,Pap,Combination Plates,8,10,30,20,200
19-07-25,1367,Individual,Felicite Kiplagat,Nyeri Central,Nyeri,Suya,Combination Plates,5,50,100,50,100
19-07-25,1367,Individual,Felicite Kiplagat,Nyeri Central,Nyeri,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
19-07-25,1518,Individual,Mutiso Munyuli,Starehe,Nairobi,Mahamri,Sweet Snacks/Desserts,3,5,20,15,300
19-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,6,30,60,30,100
19-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Nyama na Chapati,Meat-Based Dishes,5,100,200,100,100
19-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Jollof Rice,Combination Plates,4,30,70,40,133.33
19-07-25,1849,Individual,Jacques Zuma,Starehe,Nairobi,Doro Wat,African Cultural Specials,6,150,300,150,100
19-07-25,2065,Business,[Business] Hilton Palace,Nyali,Mombasa,Matoke na Wali,Soup/Stew Dishes,5,30,70,40,133.33
19-07-25,2065,Business,[Business] Hilton Palace,Nyali,Mombasa,Wali wa Nazi na Nyama,Rice Dishes,5,30,70,40,133.33
19-07-25,2155,Individual,Michelle Mandela,Nyali,Mombasa,Maharagwe na Sukuma,Legume-Based Dishes,4,30,60,30,100
19-07-25,2155,Individual,Michelle Mandela,Nyali,Mombasa,Kuku na Chapati,Meat-Based Dishes,3,100,200,100,100
19-07-25,2155,Individual,Michelle Mandela,Nyali,Mombasa,Uji,Staple Foods,4,10,30,20,200
19-07-25,2253,Business,[Business] Leopard Beach Manor,Kangemi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,5,30,60,30,100
19-07-25,2253,Business,[Business] Leopard Beach Manor,Kangemi,Nairobi,Chechebsa,African Cultural Specials,1,20,50,30,150
19-07-25,2541,Individual,Jacqueline Mandela,Westlands,Nairobi,Boerewors,Combination Plates,2,50,100,50,100
19-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Kachumbari,Vegetable-Based Dishes,5,10,30,20,200
19-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Nyama na Ugali,Meat-Based Dishes,4,100,200,100,100
19-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Maharagwe,Legume-Based Dishes,1,30,60,30,100
19-07-25,3113,Business,[Business] Ole Sereni Residences,Kisumu Central,Kisumu,Supu ya Nyama,Soup/Stew Dishes,2,70,150,80,114.29
19-07-25,3113,Business,[Business] Ole Sereni Residences,Kisumu Central,Kisumu,Chakalaka,Combination Plates,6,20,50,30,150
19-07-25,3113,Business,[Business] Ole Sereni Residences,Kisumu Central,Kisumu,Chechebsa,African Cultural Specials,5,20,50,30,150
19-07-25,3922,Business,[Business] Sarova Inn,Kilimani,Nairobi,Samosa,Fried Dishes,2,20,50,30,150
